seq,currentDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,StockPrice,T,ImpliedVolatility,Difference
1306,2/17/17,3/10/17,327.5,CHTR,Call,6.6,0.21872,326.549988,0.057494867,0.224452389,-0.005732389
1307,2/17/17,3/24/17,342.5,CHTR,Call,3.5,0.21872,326.549988,0.095824778,0.22643212,-0.00771212
1308,2/17/17,6/16/17,355,CHTR,Call,7.1,0.21872,326.549988,0.325804244,0.22785217,-0.00913217
1309,2/17/17,4/21/17,95,CHKP,Put,1.26,0.21872,101.209999,0.1724846,0.218936755,-0.000216755
1310,2/17/17,7/21/17,100,CHKP,Put,4.9,0.21872,101.209999,0.421629021,0.214571965,0.004148035
1311,2/17/17,6/16/17,115,CME,Put,2.75,0.21872,122.620003,0.325804244,0.216338193,0.002381807
1312,2/17/17,7/21/17,80,CMCSA,Put,6.85,0.21872,75.32,0.421629021,0.210007043,0.008712957
1313,2/17/17,3/10/17,165,COST,Put,0.49,0.21872,175.860001,0.057494867,0.220020444,-0.001300444
1314,2/17/17,3/17/17,160,COST,Put,0.28,0.21872,175.860001,0.076659822,0.223229337,-0.004509337
1315,2/17/17,4/21/17,33,EBAY,Put,0.9,0.21872,33.759998,0.1724846,0.227113077,-0.008393077
1316,2/17/17,9/15/17,55,EBIX,Call,6.3,0.21872,59.349998,0.574948665,0.209155237,0.009564763
1317,2/17/17,3/10/17,82.5,EA,Put,0.34,0.21872,87.300003,0.057494867,0.224139874,-0.005419874
1318,2/17/17,3/17/17,85,EA,Put,1.05,0.21872,87.300003,0.076659822,0.210681693,0.008038307
1319,2/17/17,11/17/17,55,EXPD,Put,3.3,0.21872,56.5,0.747433265,0.213744016,0.004975984
1320,2/17/17,4/21/17,70,ESRX,Put,2.61,0.21872,69.970001,0.1724846,0.226574214,-0.007854214
1321,2/17/17,8/18/17,65,ESRX,Call,7.32,0.21872,69.970001,0.498288843,0.225448593,-0.006728593
1322,2/17/17,3/24/17,122,FB,Put,0.31,0.21872,133.529999,0.095824778,0.210607658,0.008112342
1323,2/17/17,2/24/17,73,GILD,Call,0.06,0.21872,69.849998,0.019164956,0.210855456,0.007864544
1324,2/17/17,3/3/17,66.5,GILD,Put,0.18,0.21872,69.849998,0.038329911,0.218578316,0.000141684
1325,2/17/17,3/24/17,68.5,GILD,Put,1.21,0.21872,69.849998,0.095824778,0.212949903,0.005770097
1326,2/17/17,3/24/17,69.5,GILD,Put,1.64,0.21872,69.849998,0.095824778,0.21221582,0.00650418
1327,2/17/17,3/24/17,70,GILD,Put,2,0.21872,69.849998,0.095824778,0.224896459,-0.006176459
1328,2/17/17,3/24/17,73,GILD,Put,3.86,0.21872,69.849998,0.095824778,0.216929979,0.001790021
1329,2/17/17,4/21/17,70,GILD,Put,2.66,0.21872,69.849998,0.1724846,0.225885556,-0.007165556
1330,2/17/17,3/17/17,95,HAS,Put,0.95,0.21872,98.5,0.076659822,0.21515563,0.00356437
1331,2/17/17,3/24/17,99,HAS,Put,2.99,0.21872,98.5,0.095824778,0.226240792,-0.007520792
1332,2/17/17,4/21/17,95,HAS,Put,2,0.21872,98.5,0.1724846,0.218750684,-3.07E-05
1333,2/17/17,3/17/17,33,INTC,Put,0.04,0.21872,36.48,0.076659822,0.216486446,0.002233554
1334,2/17/17,5/19/17,34,INTC,Put,0.62,0.21872,36.48,0.249144422,0.223954832,-0.005234832
1335,2/17/17,6/16/17,36,INTC,Put,1.49,0.21872,36.48,0.325804244,0.211892235,0.006827765
1336,2/17/17,6/16/17,37,INTC,Put,2.02,0.21872,36.48,0.325804244,0.213150476,0.005569524
1337,2/17/17,7/21/17,35,INTC,Put,1.28,0.21872,36.48,0.421629021,0.21208248,0.00663752
1338,2/17/17,7/21/17,36,INTC,Put,1.75,0.21872,36.48,0.421629021,0.21512126,0.00359874
1339,2/17/17,3/17/17,42,IBKR,Call,0.1,0.21872,38.689999,0.076659822,0.218743083,-2.31E-05
1340,2/17/17,4/21/17,110,INTU,Put,1,0.21872,119.860001,0.1724846,0.223171572,-0.004451572
1341,2/17/17,4/21/17,695,ISRG,Put,13.5,0.21872,724.659973,0.1724846,0.220103941,-0.001383941
1342,2/17/17,3/3/17,109.5,TLT,Put,0.02,0.21872,120.32,0.038329911,0.213795777,0.004924223
1343,2/17/17,3/17/17,130,TLT,Put,10,0.21872,120.32,0.076659822,0.219322469,-0.000602469
1344,2/17/17,3/17/17,280,IBB,Put,2.2,0.21872,294.350006,0.076659822,0.228610913,-0.009890913
1345,2/17/17,5/19/17,95,JBHT,Put,1.9,0.21872,101.040001,0.249144422,0.220363692,-0.001643692
1346,2/17/17,8/18/17,100,JBHT,Put,5.6,0.21872,101.040001,0.498288843,0.22033895,-0.00161895
1347,2/17/17,2/24/17,143,FB,Call,0.02,0.21873,133.529999,0.019164956,0.223161166,-0.004431166
1348,2/17/17,3/24/17,121,FB,Put,0.29,0.21873,133.529999,0.095824778,0.221569192,-0.002839192
1349,2/17/17,3/17/17,20,GNTX,Put,0.25,0.21898,20.620001,0.076659822,0.224190418,-0.005210418
1350,2/17/17,3/10/17,62,AKAM,Put,1.09,0.219,62.34,0.057494867,0.212062604,0.006937396
1351,2/17/17,4/21/17,60,CTSH,Call,1.35,0.21916,57.959999,0.1724846,0.225624292,-0.006464292
1352,2/17/17,4/21/17,110,CHKP,Call,0.91,0.21936,101.209999,0.1724846,0.215353147,0.004006853
1353,2/17/17,6/16/17,350,CHTR,Call,8.28,0.2194,326.549988,0.325804244,0.22601241,-0.00661241
1354,2/17/17,2/24/17,126,FB,Put,0.04,0.21969,133.529999,0.019164956,0.217660465,0.002029535
1355,2/17/17,3/10/17,680,ISRG,Put,1.9,0.22011,724.659973,0.057494867,0.215938118,0.004171882
1356,2/17/17,5/19/17,100,JBHT,Put,3.7,0.22014,101.040001,0.249144422,0.212905025,0.007234975
1357,2/17/17,3/17/17,20,BLMN,Call,0.11,0.22031,18.860001,0.076659822,0.222340544,-0.002030544
1358,2/17/17,3/17/17,50,ABCB,Call,0.7,0.22079,48.75,0.076659822,0.223372124,-0.002582124
1359,2/17/17,7/21/17,80,IAC,Call,2.65,0.22086,75.379997,0.421629021,0.225708946,-0.004848946
1360,2/17/17,3/24/17,160,COST,Put,0.38,0.22091,175.860001,0.095824778,0.214313011,0.006596989
1361,2/17/17,5/19/17,130,CTAS,Put,12.7,0.22098,118.610001,0.249144422,0.214396375,0.006583625
1362,2/17/17,2/24/17,32,EBAY,Put,0.02,0.22125,33.759998,0.019164956,0.230296531,-0.009046531
1363,2/17/17,3/3/17,124,FB,Put,0.1,0.22125,133.529999,0.038329911,0.22188536,-0.00063536
1364,2/17/17,7/21/17,125,ADBE,Call,4.59,0.22132,119.669998,0.421629021,0.21584543,0.00547457
1365,2/17/17,9/15/17,820,GOOGL,Put,42.8,0.22162,846.549988,0.574948665,0.223046676,-0.001426676
1366,2/17/17,3/3/17,144,FB,Call,0.09,0.22176,133.529999,0.038329911,0.216947897,0.004812103
1367,2/17/17,6/16/17,72.5,GILD,Call,2.48,0.22186,69.849998,0.325804244,0.222811664,-0.000951664
1368,2/17/17,7/21/17,25,CSFL,Call,1.7,0.22209,25.360001,0.421629021,0.228048142,-0.005958142
1369,2/17/17,7/21/17,920,AMZN,Call,21.35,0.22211,845.070007,0.421629021,0.217164295,0.004945705
1370,2/17/17,2/24/17,37,ETFC,Put,0.36,0.22229,37.169998,0.019164956,0.215506825,0.006783175
1371,2/17/17,6/16/17,55,ICFI,Put,4,0.22238,52.5,0.325804244,0.214428309,0.007951691
1372,2/17/17,3/17/17,75,GILD,Call,0.24,0.22257,69.849998,0.076659822,0.213133783,0.009436217
1373,2/17/17,7/21/17,820,AMZN,Put,37,0.22263,845.070007,0.421629021,0.22879689,-0.00616689
1374,2/17/17,7/21/17,825,AMZN,Put,39.3,0.22263,845.070007,0.421629021,0.22902198,-0.00639198
1375,2/17/17,3/24/17,162.5,AMGN,Put,1.11,0.22263,173.289993,0.095824778,0.224985395,-0.002355395
1376,2/17/17,3/24/17,70.5,GILD,Put,2.2,0.22263,69.849998,0.095824778,0.216542476,0.006087524
1377,2/17/17,3/3/17,125,EXPE,Call,0.38,0.22288,119.410004,0.038329911,0.217750611,0.005129389
1378,2/17/17,3/10/17,330,CHTR,Call,5.5,0.2231,326.549988,0.057494867,0.2245959,-0.0014959
1379,2/17/17,3/17/17,65,AEIS,Put,3.83,0.22311,61.560001,0.076659822,0.223870528,-0.000760528
1380,2/17/17,6/16/17,850,AMZN,Put,46.29,0.22312,845.070007,0.325804244,0.230901957,-0.007781957
1381,2/17/17,7/21/17,830,AMZN,Put,40.9,0.22312,845.070007,0.421629021,0.225596775,-0.002476775
1382,2/17/17,3/24/17,33.5,INTC,Put,0.12,0.22321,36.48,0.095824778,0.220883096,0.002326904
1383,2/17/17,3/24/17,210,AVGO,Call,6.2,0.22335,210.410004,0.095824778,0.228969668,-0.005619668
1384,2/17/17,4/21/17,37,AMAT,Call,0.81,0.22337,35.669998,0.1724846,0.226404028,-0.003034028
1385,2/17/17,3/3/17,66.5,AKAM,Call,0.1,0.22365,62.34,0.038329911,0.230342912,-0.006692912
1386,2/17/17,4/21/17,16,FLEX,Put,0.39,0.22365,16.440001,0.1724846,0.219466357,0.004183643
1387,2/17/17,5/19/17,85,EEFT,Call,2.55,0.22419,81.919998,0.249144422,0.232318385,-0.008128385
1388,2/17/17,3/3/17,90,EA,Call,0.6,0.22422,87.300003,0.038329911,0.230451055,-0.006231055
1389,2/17/17,6/16/17,860,AMZN,Put,50.95,0.22428,845.070007,0.325804244,0.226239003,-0.001959003
1390,2/17/17,6/16/17,335,CHTR,Call,13.59,0.22434,326.549988,0.325804244,0.229447252,-0.005107252
1391,2/17/17,9/15/17,915,GOOGL,Put,97.2,0.22445,846.549988,0.574948665,0.22021749,0.00423251
1392,2/17/17,3/10/17,74,ESRX,Call,0.31,0.22447,69.970001,0.057494867,0.226549048,-0.002079048
1393,2/17/17,2/24/17,58,CTSH,Put,0.75,0.22471,57.959999,0.019164956,0.228819495,-0.004109495
1394,2/17/17,2/24/17,34.5,INTC,Put,0.02,0.22476,36.48,0.019164956,0.234594201,-0.009834201
1395,2/17/17,4/21/17,95,ALGN,Call,8.1,0.22492,101.769997,0.1724846,0.2278843,-0.0029643
1396,2/17/17,1/19/18,130,ADBE,Call,6.92,0.22542,119.669998,0.919917864,0.233866758,-0.008446758
1397,2/17/17,10/20/17,32,CSCO,Put,1.6,0.22553,33.740002,0.670773443,0.225317265,0.000212735
1398,2/17/17,1/19/18,55,GRMN,Call,2.87,0.2256,50.810001,0.919917864,0.226921543,-0.001321543
1399,2/17/17,5/19/17,75,ESRX,Call,1.28,0.22566,69.970001,0.249144422,0.218734592,0.006925408
1400,2/17/17,3/24/17,65.5,GILD,Call,4.8,0.22591,69.849998,0.095824778,0.21963818,0.00627182
1401,2/17/17,3/3/17,123,FB,Put,0.08,0.22594,133.529999,0.038329911,0.231761463,-0.005821463
1402,2/17/17,7/21/17,125,ADBE,Put,9.7,0.22625,119.669998,0.421629021,0.217275849,0.008974151
1403,2/17/17,3/17/17,60,AKAM,Put,0.67,0.22625,62.34,0.076659822,0.233660405,-0.007410405
1404,2/17/17,7/21/17,690,ISRG,Put,26.55,0.22625,724.659973,0.421629021,0.230644851,-0.004394851
1405,2/17/17,3/17/17,48,MCHI,Put,0.75,0.22627,49.009998,0.076659822,0.223020157,0.003249843
1406,2/17/17,4/21/17,75,IAC,Put,2.6,0.22634,75.379997,0.1724846,0.22628174,5.83E-05
1407,2/17/17,6/16/17,810,AMZN,Put,28.41,0.22663,845.070007,0.325804244,0.235190423,-0.008560423
1408,2/17/17,3/17/17,27,FITB,Put,0.45,0.22665,27.540001,0.076659822,0.229347372,-0.002697372
1409,2/17/17,9/15/17,860,GOOGL,Put,61.5,0.22679,846.549988,0.574948665,0.216888714,0.009901286
1410,2/17/17,6/16/17,45,EFSC,Call,2.6,0.22722,45.549999,0.325804244,0.2209749,0.0062451
1411,2/17/17,6/16/17,130,FB,Call,9.11,0.22736,133.529999,0.325804244,0.236431108,-0.009071108
1412,2/17/17,4/21/17,37,EBAY,Put,3.5,0.22845,33.759998,0.1724846,0.225486958,0.002963042
1413,2/17/17,7/21/17,805,AMZN,Put,32.3,0.22859,845.070007,0.421629021,0.236610396,-0.008020396
1414,2/17/17,6/16/17,870,AMZN,Put,58.3,0.22873,845.070007,0.325804244,0.233804723,-0.005074723
1415,2/17/17,7/21/17,835,AMZN,Put,43.15,0.22904,845.070007,0.421629021,0.224863394,0.004176606
1416,2/17/17,7/21/17,850,AMZN,Put,51.24,0.22904,845.070007,0.421629021,0.226607475,0.002432525
1417,2/17/17,1/19/18,75,CBOE,Put,4.1,0.22907,80.940002,0.919917864,0.228476545,0.000593455
1418,2/17/17,3/24/17,60,AKAM,Put,0.8,0.22922,62.34,0.095824778,0.229528179,-0.000308179
1419,2/17/17,5/19/17,32,CA,Put,1.36,0.22923,32.09,0.249144422,0.223410053,0.005819947
1420,2/17/17,9/15/17,905,GOOG,Put,103.9,0.22939,828.070007,0.574948665,0.227725022,0.001664978
1421,2/17/17,4/21/17,130,CELG,Call,1.51,0.22956,121.160004,0.1724846,0.222348902,0.007211098
1422,2/17/17,6/16/17,900,AMZN,Call,23.6,0.22961,845.070007,0.325804244,0.228994795,0.000615205
1423,2/17/17,6/15/18,840,GOOGL,Put,79,0.23004,846.549988,1.32238193,0.22079085,0.00924915
1424,2/17/17,8/18/17,105,HELE,Call,3.7,0.23012,97.949997,0.498288843,0.229546656,0.000573344
1425,2/17/17,6/16/17,20,GNTX,Call,1.39,0.23031,20.620001,0.325804244,0.223281232,0.007028768
1426,2/17/17,3/17/17,80,ADI,Put,1.05,0.23045,82.480003,0.076659822,0.230481655,-3.17E-05
1427,2/17/17,6/16/17,285,IBB,Put,11.1,0.23045,294.350006,0.325804244,0.235605369,-0.005155369
1428,2/17/17,9/15/17,145,FB,Call,5.45,0.23051,133.529999,0.574948665,0.238704676,-0.008194676
1429,2/17/17,2/24/17,57.5,CTSH,Put,0.5,0.23072,57.959999,0.019164956,0.222253451,0.008466549
1430,2/17/17,3/24/17,64,AKAM,Call,1.13,0.23086,62.34,0.095824778,0.234760214,-0.003900214
1431,2/17/17,3/17/17,80,EA,Put,0.23,0.23091,87.300003,0.076659822,0.236807651,-0.005897651
1432,2/17/17,5/19/17,72.5,ESRX,Call,2.1,0.23115,69.970001,0.249144422,0.223874672,0.007275328
1433,2/17/17,7/21/17,110,CELG,Call,14.23,0.23136,121.160004,0.421629021,0.238931682,-0.007571682
1434,2/17/17,1/19/18,700,ISRG,Put,49.1,0.23171,724.659973,0.919917864,0.228627264,0.003082736
1435,2/17/17,3/3/17,31,CSCO,Put,0.02,0.2318,33.740002,0.038329911,0.237260529,-0.005460529
1436,2/17/17,6/16/17,34,INTC,Put,0.81,0.23192,36.48,0.325804244,0.224845498,0.007074502
1437,2/17/17,7/21/17,15,HBAN,Call,0.51,0.23217,14.13,0.421629021,0.229881573,0.002288427
1438,2/17/17,3/24/17,118,EXPE,Put,2.6,0.23293,119.410004,0.095824778,0.223931992,0.008998008
1439,2/17/17,10/20/17,130,AAPL,Put,7.15,0.23299,135.720001,0.670773443,0.229395357,0.003594643
1440,2/17/17,3/17/17,30,CA,Put,0.15,0.23327,32.09,0.076659822,0.232270788,0.000999212
1441,2/17/17,6/15/18,780,GOOGL,Put,54.5,0.23333,846.549988,1.32238193,0.231015563,0.002314437
1442,2/17/17,6/15/18,820,GOOGL,Put,70.1,0.23335,846.549988,1.32238193,0.224047493,0.009302507
1443,2/17/17,3/17/17,135,IDXX,Put,1.05,0.23357,142.229996,0.076659822,0.233310283,0.000259717
1444,2/17/17,3/17/17,160,BWLD,Call,3.67,0.23414,159.050003,0.076659822,0.23271094,0.00142906
1445,2/17/17,7/21/17,92.5,CHKP,Put,2.44,0.23477,101.209999,0.421629021,0.233579678,0.001190322
1446,2/17/17,7/21/17,115,EXPE,Call,9.9,0.23506,119.410004,0.421629021,0.242303313,-0.007243313
1447,2/17/17,1/19/18,72.5,CMCSA,Put,5,0.23556,75.32,0.919917864,0.229230589,0.006329411
1448,2/17/17,3/3/17,675,ISRG,Put,0.81,0.2356,724.659973,0.038329911,0.232795579,0.002804421
1449,2/17/17,6/15/18,820,AMZN,Call,109.21,0.23577,845.070007,1.32238193,0.245605968,-0.009835968
1450,2/17/17,3/17/17,185,CBRL,Call,0.44,0.23587,168.690002,0.076659822,0.239140671,-0.003270671
1451,2/17/17,1/18/19,127,TLT,Put,18.5,0.23587,120.32,1.916495551,0.230754998,0.005115002
1452,2/17/17,3/3/17,38,ETFC,Call,0.37,0.23596,37.169998,0.038329911,0.240709067,-0.004749067
1453,2/17/17,9/15/17,50,EFSC,Call,1.55,0.23607,45.549999,0.574948665,0.22640402,0.00966598
1454,2/17/17,2/24/17,275,IBB,Put,0.05,0.2366,294.350006,0.019164956,0.228323585,0.008276415
1455,2/17/17,5/19/17,70,ESRX,Call,3.3,0.23674,69.970001,0.249144422,0.23502034,0.00171966
1456,2/17/17,5/19/17,70,CDK,Call,1.4,0.23681,65.470001,0.249144422,0.232645093,0.004164907
1457,2/17/17,7/21/17,145,IDXX,Put,10,0.23693,142.229996,0.421629021,0.234664798,0.002265202
1458,2/17/17,3/17/17,190,CACC,Call,6.2,0.23719,191.990005,0.076659822,0.241949172,-0.004759172
1459,2/17/17,1/19/18,680,ISRG,Put,41.6,0.2372,724.659973,0.919917864,0.234082645,0.003117355
1460,2/17/17,3/3/17,59.5,CTSH,Call,0.5,0.2376,57.959999,0.038329911,0.239724343,-0.002124343
1461,2/17/17,7/21/17,55,GRMN,Call,1.5,0.23789,50.810001,0.421629021,0.228484313,0.009405687
1462,2/17/17,6/16/17,880,AMZN,Call,31.11,0.23792,845.070007,0.325804244,0.234235812,0.003684188
1463,2/17/17,5/19/17,44,ATVI,Call,2.95,0.23824,45.330002,0.249144422,0.246358307,-0.008118307
1464,2/17/17,3/17/17,115,IPGP,Put,1.4,0.23834,119.5,0.076659822,0.244650524,-0.006310524
1465,2/17/17,3/3/17,682.5,ISRG,Put,1.41,0.2387,724.659973,0.038329911,0.233234695,0.005465305
1466,2/17/17,3/10/17,121,FB,Put,0.14,0.23928,133.529999,0.057494867,0.244139031,-0.004859031
1467,2/17/17,9/15/17,22.5,FFNW,Call,0.75,0.23954,20.530001,0.574948665,0.233747219,0.005792781
1468,2/17/17,8/18/17,35,INTC,Put,1.65,0.23966,36.48,0.498288843,0.234165726,0.005494274
1469,2/17/17,3/10/17,110,EXPE,Put,0.26,0.23974,119.410004,0.057494867,0.248461236,-0.008721236
1470,2/17/17,9/15/17,140,FB,Put,12.93,0.23974,133.529999,0.574948665,0.2325333,0.0072067
1471,2/17/17,3/3/17,87.5,EA,Call,1.59,0.23986,87.300003,0.038329911,0.246155241,-0.006295241
1472,2/17/17,6/16/17,360,EQIX,Put,14,0.24042,374.279999,0.325804244,0.246652079,-0.006232079
1473,2/17/17,2/24/17,43,ATVI,Put,0.04,0.24052,45.330002,0.019164956,0.247273791,-0.006753791
1474,2/17/17,3/3/17,116,CELG,Put,0.51,0.2406,121.160004,0.038329911,0.236836588,0.003763412
1475,2/17/17,1/19/18,32,CSCO,Put,2.18,0.24106,33.740002,0.919917864,0.242093632,-0.001033632
1476,2/17/17,5/19/17,43,ATVI,Call,3.56,0.24112,45.330002,0.249144422,0.2462514,-0.0051314
1477,2/17/17,3/10/17,55.5,CTSH,Put,0.4,0.24131,57.959999,0.057494867,0.234652957,0.006657043
1478,2/17/17,7/21/17,160,AMGN,Put,4.9,0.24155,173.289993,0.421629021,0.239514524,0.002035476
1479,2/17/17,4/21/17,97.5,HAS,Put,3.4,0.24178,98.5,0.1724846,0.241516065,0.000263935
1480,2/17/17,3/3/17,65.5,GILD,Put,0.14,0.24211,69.849998,0.038329911,0.247671397,-0.005561397
1481,2/17/17,1/18/19,690,ISRG,Put,76.6,0.24211,724.659973,1.916495551,0.247686206,-0.005576206
1482,2/17/17,7/21/17,785,AMZN,Put,26.74,0.24223,845.070007,0.421629021,0.246275281,-0.004045281
1483,2/17/17,4/21/17,115,CELG,Put,2.39,0.24292,121.160004,0.1724846,0.250545138,-0.007625138
1484,2/17/17,1/19/18,110,INTU,Put,6.1,0.24292,119.860001,0.919917864,0.23945103,0.00346897
1485,2/17/17,10/20/17,38,INTC,Put,3.75,0.24294,36.48,0.670773443,0.247622737,-0.004682737
1486,2/17/17,4/21/17,95,ALGN,Put,1.55,0.24313,101.769997,0.1724846,0.251611492,-0.008481492
1487,2/17/17,5/19/17,33,CA,Put,2.05,0.24334,32.09,0.249144422,0.243751606,-0.000411606
1488,2/17/17,3/10/17,44,BBBY,Call,0.16,0.24447,41.139999,0.057494867,0.245669347,-0.001199347
1489,2/17/17,6/16/17,87.5,EA,Put,5,0.24494,87.300003,0.325804244,0.250196263,-0.005256263
1490,2/17/17,5/19/17,110,CTAS,Put,2.15,0.24497,118.610001,0.249144422,0.239464043,0.005505957
1491,2/17/17,3/10/17,130,EXPE,Call,0.22,0.24503,119.410004,0.057494867,0.238994429,0.006035571
1492,2/17/17,6/16/17,890,AMZN,Call,28.17,0.24506,845.070007,0.325804244,0.236963112,0.008096888
1493,2/17/17,3/17/17,115,ADBE,Put,1.29,0.24542,119.669998,0.076659822,0.238701305,0.006718695
1494,2/17/17,7/21/17,140,IDXX,Put,7.4,0.24554,142.229996,0.421629021,0.235839897,0.009700103
1495,2/17/17,3/17/17,150,BWLD,Put,1.2,0.24607,159.050003,0.076659822,0.252426229,-0.006356229
1496,2/17/17,5/19/17,45,CNMD,Call,1.6,0.24618,43.5,0.249144422,0.255547188,-0.009367188
1497,2/17/17,6/16/17,270,IBB,Put,6.5,0.24618,294.350006,0.325804244,0.248287772,-0.002107772
1498,2/17/17,3/10/17,280,IBB,Put,2.02,0.24632,294.350006,0.057494867,0.254580339,-0.008260339
1499,2/17/17,2/24/17,30.5,JD,Call,0.16,0.24638,29.85,0.019164956,0.242276315,0.004103685
1500,2/17/17,7/21/17,775,AMZN,Put,22.25,0.24661,845.070007,0.421629021,0.239676751,0.006933249
1501,2/17/17,3/17/17,70,IAC,Put,0.35,0.24703,75.379997,0.076659822,0.247313013,-0.000283013
1502,2/17/17,5/19/17,60,EXPD,Put,4.88,0.24713,56.5,0.249144422,0.245688513,0.001441487
1503,2/17/17,2/24/17,46,AAL,Put,0.27,0.2474,46.91,0.019164956,0.243017357,0.004382643
1504,2/17/17,1/19/18,125,ADBE,Put,14.1,0.24769,119.669998,0.919917864,0.248294357,-0.000604357
1505,2/17/17,10/20/17,33,INTC,Put,1.33,0.24769,36.48,0.670773443,0.244335086,0.003354914
1506,2/17/17,1/19/18,280,IBB,Put,19.68,0.24769,294.350006,0.919917864,0.244828722,0.002861278
1507,2/17/17,2/24/17,330,CHTR,Call,2.85,0.2478,326.549988,0.019164956,0.239791836,0.008008164
1508,2/17/17,3/3/17,57.5,CRUS,Call,0.35,0.24789,55.330002,0.038329911,0.252340254,-0.004450254
1509,2/17/17,6/16/17,780,AMZN,Put,19.39,0.24799,845.070007,0.325804244,0.243693928,0.004296072
1510,2/17/17,3/10/17,43,ATVI,Put,0.24,0.2481,45.330002,0.057494867,0.238197062,0.009902938
1511,2/17/17,4/21/17,55,CTSH,Put,1.05,0.24815,57.959999,0.1724846,0.239607824,0.008542176
1512,2/17/17,7/21/17,35,AMAT,Put,1.96,0.24829,35.669998,0.421629021,0.253235799,-0.004945799
1513,2/17/17,7/21/17,35,EBAY,Call,1.69,0.24835,33.759998,0.421629021,0.250362604,-0.002012604
1514,2/17/17,9/15/17,14,CY,Call,0.6,0.24848,12.9,0.574948665,0.257911583,-0.009431583
1515,2/17/17,6/16/17,770,AMZN,Put,16.7,0.2485,845.070007,0.325804244,0.244850488,0.003649512
1516,2/17/17,5/19/17,67.5,ESRX,Call,4.79,0.24869,69.970001,0.249144422,0.245792222,0.002897778
1517,2/17/17,2/24/17,787.5,GOOG,Put,0.85,0.2487,828.070007,0.019164956,0.246176541,0.002523459
1518,2/17/17,6/16/17,90,EA,Put,6.3,0.24879,87.300003,0.325804244,0.244046208,0.004743792
1519,2/17/17,1/19/18,37,INTC,Put,3.58,0.24879,36.48,0.919917864,0.243111328,0.005678672
1520,2/17/17,4/21/17,33,AMAT,Put,0.44,0.2488,35.669998,0.1724846,0.245147191,0.003652809
1521,2/17/17,3/17/17,45,CATM,Put,1.4,0.24881,44.630001,0.076659822,0.245641584,0.003168416
1522,2/17/17,8/18/17,48,FAST,Put,2.1,0.24888,50.709999,0.498288843,0.239863838,0.009016162
1523,2/17/17,3/24/17,108,EXPE,Put,0.45,0.24893,119.410004,0.095824778,0.258687035,-0.009757035
1524,2/17/17,9/15/17,360,EQIX,Put,21.5,0.24896,374.279999,0.574948665,0.257467094,-0.008507094
1525,2/17/17,9/15/17,380,EQIX,Put,31.55,0.24896,374.279999,0.574948665,0.256526063,-0.007566063
1526,2/17/17,9/15/17,390,EQIX,Put,37.6,0.24896,374.279999,0.574948665,0.258014656,-0.009054656
1527,2/17/17,5/19/17,5,FSC,Call,0.1,0.24906,4.62,0.249144422,0.253557869,-0.004497869
1528,2/17/17,1/19/18,87.5,DLTR,Call,5.17,0.24923,80,0.919917864,0.258478219,-0.009248219
1529,2/17/17,3/17/17,85,CMPR,Put,2.91,0.2493,83.779999,0.076659822,0.243295553,0.006004447
1530,2/17/17,9/15/17,370,EQIX,Put,26,0.24934,374.279999,0.574948665,0.254748148,-0.005408148
1531,2/17/17,3/10/17,160,COST,Put,0.24,0.2494,175.860001,0.057494867,0.249126916,0.000273084
1532,2/17/17,12/15/17,135,FB,Put,12.5,0.2494,133.529999,0.824093087,0.248587521,0.000812479
1533,2/17/17,6/16/17,39,IBKR,Put,2.3,0.24958,38.689999,0.325804244,0.24623674,0.00334326
1534,2/17/17,7/21/17,57.5,CTSH,Put,3.57,0.24961,57.959999,0.421629021,0.258258644,-0.008648644
1535,2/17/17,6/16/17,67.5,GILD,Put,2.93,0.24961,69.849998,0.325804244,0.258899019,-0.009289019
1536,2/17/17,1/19/18,115,ADBE,Put,8.75,0.24962,119.669998,0.919917864,0.249695305,-7.53E-05
1537,2/17/17,11/17/17,125,AAPL,Put,6.2,0.24973,135.720001,0.747433265,0.243270648,0.006459352
1538,2/17/17,1/19/18,85,DLTR,Call,5.54,0.24974,80,0.919917864,0.242704746,0.007035254
1539,2/17/17,4/21/17,75,GILD,Put,6.25,0.24974,69.849998,0.1724846,0.255175453,-0.005435453
1540,2/17/17,3/24/17,7.5,BBRY,Call,0.23,0.24976,7.49,0.095824778,0.252059484,-0.002299484
1541,2/17/17,5/19/17,70,ESRX,Put,3.45,0.24982,69.970001,0.249144422,0.249921306,-0.000101306
1542,2/17/17,4/21/17,120,ASML,Put,2.35,0.24983,126.879997,0.1724846,0.249595272,0.000234728
1543,2/17/17,2/24/17,45.5,AAL,Put,0.17,0.24989,46.91,0.019164956,0.252797676,-0.002907676
1544,2/17/17,7/21/17,32,EBAY,Call,3.14,0.2499,33.759998,0.421629021,0.247263438,0.002636562
1545,2/17/17,4/21/17,55,EWBC,Call,1.65,0.24992,53.810001,0.1724846,0.241355553,0.008564447
1546,2/17/17,9/15/17,95,EA,Call,3.89,0.24993,87.300003,0.574948665,0.25422004,-0.00429004
1547,2/17/17,4/21/17,40,INTL,Call,0.55,0.24994,36.91,0.1724846,0.258704692,-0.008764692
1548,2/17/17,3/24/17,345,CHTR,Call,3.4,0.24996,326.549988,0.095824778,0.241139212,0.008820788
1549,2/17/17,3/17/17,42,ATVI,Put,0.18,0.24997,45.330002,0.076659822,0.240596177,0.009373823
