,cDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,StockPrice,T,ImpliedVolatility,Difference
19120,2016-11-15,2017-05-18,115.0,BA,Put,1.75,0.3068916967773437,148.110001,0.5037645448323066,0.31087964867765644,-0.003987951900312758
19121,2016-11-15,2017-05-18,120.0,BA,Put,2.15,0.2918161639404295,148.110001,0.5037645448323066,0.29095467929437385,0.0008614846460556214
19122,2016-11-15,2017-05-18,125.0,BA,Put,2.9,0.2789989093017577,148.110001,0.5037645448323066,0.28093295441067406,-0.0019340451089163713
19123,2016-11-15,2017-05-18,130.0,BA,Put,3.9,0.268012691040039,148.110001,0.5037645448323066,0.2724283918360025,-0.004415700795963484
19124,2016-11-15,2017-05-18,135.0,BA,Put,4.95,0.2576368182373047,148.110001,0.5037645448323066,0.25806581274082513,-0.0004289945035204079
19125,2016-11-15,2017-05-18,140.0,BA,Put,6.3,0.2490004299926758,148.110001,0.5037645448323066,0.2449697857809961,0.0040306442116797014
19129,2016-11-15,2017-06-15,75.0,BA,Put,0.95,0.5515181567382813,148.110001,0.5804243668720055,0.5515337130782436,-1.5556339962308208e-05
19130,2016-11-15,2017-06-15,80.0,BA,Put,0.68,0.4780325634765625,148.110001,0.5804243668720055,0.473218548359001,0.004814015117561465
19131,2016-11-15,2017-06-15,85.0,BA,Put,0.6,0.428716650390625,148.110001,0.5804243668720055,0.42241596725944053,0.006300683131184481
19134,2016-11-15,2017-06-15,100.0,BA,Put,1.13,0.3618227880859375,148.110001,0.5804243668720055,0.3619823448389079,-0.00015955675297041338
19136,2016-11-15,2017-06-15,110.0,BA,Put,2.27,0.3443669079589844,148.110001,0.5804243668720055,0.3534365702216755,-0.009069662262691125
19137,2016-11-15,2017-06-15,115.0,BA,Put,2.17,0.3086006640625,148.110001,0.5804243668720055,0.309936294434011,-0.0013356303715110207
19138,2016-11-15,2017-06-15,120.0,BA,Put,2.82,0.293830303955078,148.110001,0.5804243668720055,0.2984262684913129,-0.004595964536234898
19139,2016-11-15,2017-06-15,125.0,BA,Put,3.47,0.2750926983642578,148.110001,0.5804243668720055,0.2817375204904247,-0.006644822126166905
19140,2016-11-15,2017-06-15,130.0,BA,Put,4.05,0.264655791015625,148.110001,0.5804243668720055,0.2587343191407863,0.0059214718748386574
19141,2016-11-15,2017-06-15,135.0,BA,Put,5.5,0.2546461254882813,148.110001,0.5804243668720055,0.25551158840244265,-0.0008654629141613412
19143,2016-11-15,2017-06-15,145.0,BA,Put,9.29,0.2390823162841797,148.110001,0.5804243668720055,0.2468881425011214,-0.0078058262169417025
19144,2016-11-15,2017-06-15,150.0,BA,Put,11.05,0.236061106262207,148.110001,0.5804243668720055,0.2281097869126834,0.007951319349523589
19145,2016-11-15,2017-06-15,155.0,BA,Put,13.75,0.2294388580322266,148.110001,0.5804243668720055,0.22223417567147502,0.007204682360751585
19146,2016-11-15,2017-06-15,160.0,BA,Put,17.3,0.2260514407348633,148.110001,0.5804243668720055,0.22761976586480254,-0.0015683251299392353
19147,2016-11-15,2018-01-18,55.0,BA,Put,0.6,0.4985401708984375,148.110001,1.1745379876796715,0.4980769337998945,0.0004632370985430123
19148,2016-11-15,2018-01-18,60.0,BA,Put,0.75,0.4868215380859375,148.110001,1.1745379876796715,0.4771511417493466,0.009670396336590892
19149,2016-11-15,2018-01-18,65.0,BA,Put,0.85,0.4509332250976563,148.110001,1.1745379876796715,0.44982110885030213,0.001112116247354189
19150,2016-11-15,2018-01-18,70.0,BA,Put,1.2,0.4436090795898437,148.110001,1.1745379876796715,0.44452768233895856,-0.0009186027491148718
19151,2016-11-15,2018-01-18,75.0,BA,Put,1.25,0.4143124975585937,148.110001,1.1745379876796715,0.41272133727034177,0.0015911602882519027
19152,2016-11-15,2018-01-18,80.0,BA,Put,1.41,0.3883117810058594,148.110001,1.1745379876796715,0.3898379412567019,-0.001526160250842512
19153,2016-11-15,2018-01-18,85.0,BA,Put,1.77,0.3796448754882812,148.110001,1.1745379876796715,0.3780550081137344,0.001589867374546805
19154,2016-11-15,2018-01-18,90.0,BA,Put,2.4,0.37695935546875,148.110001,1.1745379876796715,0.3757961307564992,0.0011632247122507766
19155,2016-11-15,2018-01-18,95.0,BA,Put,2.6,0.3448551843261719,148.110001,1.1745379876796715,0.35169161310477737,-0.006836428778605463
19156,2016-11-15,2018-01-18,100.0,BA,Put,2.92,0.3303899969482421,148.110001,1.1745379876796715,0.3320751591672897,-0.0016851622190475757
19157,2016-11-15,2018-01-18,105.0,BA,Put,3.55,0.3230658514404295,148.110001,1.1745379876796715,0.3215970502787977,0.001468801161631783
19158,2016-11-15,2018-01-18,110.0,BA,Put,4.1,0.3082954913330078,148.110001,1.1745379876796715,0.30625610153947586,0.002039389793531965
19159,2016-11-15,2018-01-18,115.0,BA,Put,5.13,0.2954172021484375,148.110001,1.1745379876796715,0.3012498612952195,-0.005832659146782049
19160,2016-11-15,2018-01-18,120.0,BA,Put,6.0,0.2891611611938476,148.110001,1.1745379876796715,0.28897537158627623,0.00018578960757137386
19161,2016-11-15,2018-01-18,125.0,BA,Put,7.6,0.2804637384033203,148.110001,1.1745379876796715,0.28918373696797156,-0.008719998564651277
19162,2016-11-15,2018-01-18,130.0,BA,Put,8.5,0.2733532138061523,148.110001,1.1745379876796715,0.27191011082322897,0.0014431029829233277
19163,2016-11-15,2018-01-18,135.0,BA,Put,10.14,0.264655791015625,148.110001,1.1745379876796715,0.26570118214294874,-0.0010453911273237693
19164,2016-11-15,2018-01-18,140.0,BA,Put,12.51,0.2585523364257813,148.110001,1.1745379876796715,0.2682142481353376,-0.009661911709556326
19165,2016-11-15,2018-01-18,145.0,BA,Put,14.17,0.2537000900268555,148.110001,1.1745379876796715,0.25520783987303824,-0.0015077498461827377
19166,2016-11-15,2018-01-18,150.0,BA,Put,16.45,0.2506788800048828,148.110001,1.1745379876796715,0.248811033743551,0.0018678462613317959
19168,2016-11-15,2018-01-18,160.0,BA,Put,22.47,0.2438430108642578,148.110001,1.1745379876796715,0.24805109635053763,-0.004208085486279822
19173,2016-11-15,2018-01-18,185.0,BA,Put,42.58,0.2678295874023437,148.110001,1.1745379876796715,0.2768037160421964,-0.008974128639852696
19174,2016-11-15,2018-01-18,190.0,BA,Put,46.82,0.2727733856201171,148.110001,1.1745379876796715,0.27995899108646066,-0.007185605466343559
19175,2016-11-15,2018-01-18,195.0,BA,Put,51.5,0.2812571874999999,148.110001,1.1745379876796715,0.29011244660068863,-0.00885525910068874
19176,2016-11-15,2018-01-18,200.0,BA,Put,55.9,0.2874827111816405,148.110001,1.1745379876796715,0.2933832999406159,-0.0059005887589754225
19179,2016-11-15,2019-01-17,70.0,BA,Put,2.19,0.3762269409179688,148.110001,2.1711156741957565,0.3787691186153106,-0.0025421776973417742
19180,2016-11-15,2019-01-17,75.0,BA,Put,2.6,0.36524072265625,148.110001,2.1711156741957565,0.3656814684654828,-0.0004407458092327565
19181,2016-11-15,2019-01-17,80.0,BA,Put,3.11,0.3587100262451172,148.110001,2.1711156741957565,0.3548001944000143,0.003909831845102907
19182,2016-11-15,2019-01-17,85.0,BA,Put,3.7,0.349066567993164,148.110001,2.1711156741957565,0.344744960675599,0.004321607317564979
19183,2016-11-15,2019-01-17,90.0,BA,Put,5.05,0.3524234680175781,148.110001,2.1711156741957565,0.35242462683527354,-1.158817695412484e-06
19184,2016-11-15,2019-01-17,95.0,BA,Put,5.2,0.3306951696777344,148.110001,2.1711156741957565,0.32776364394521895,0.0029315257325154276
19185,2016-11-15,2019-01-17,100.0,BA,Put,6.35,0.3176032595825196,148.110001,2.1711156741957565,0.3250754150940347,-0.007472155511515088
19186,2016-11-15,2019-01-17,105.0,BA,Put,7.05,0.3055184194946289,148.110001,2.1711156741957565,0.3112305241666045,-0.005712104671975637
19188,2016-11-15,2019-01-17,115.0,BA,Put,9.75,0.2950204776000976,148.110001,2.1711156741957565,0.30241359861975164,-0.007393121019654059
19189,2016-11-15,2019-01-17,120.0,BA,Put,11.0,0.2886728848266601,148.110001,2.1711156741957565,0.293459120512126,-0.004786235685465934
19190,2016-11-15,2019-01-17,140.0,BA,Put,18.2,0.2675396733093262,148.110001,2.1711156741957565,0.27122144550958277,-0.003681772200256561
19192,2016-11-15,2019-01-17,150.0,BA,Put,23.8,0.2743450251770019,148.110001,2.1711156741957565,0.2733972795977034,0.0009477455792984979
19194,2016-11-15,2019-01-17,190.0,BA,Put,51.8,0.2735973519897461,148.110001,2.1711156741957565,0.28065684811736086,-0.0070594961276147505
19195,2016-11-15,2019-01-17,200.0,BA,Put,59.05,0.2781139083862304,148.110001,2.1711156741957565,0.27187044288439305,0.006243465501837353
19216,2016-11-15,2017-01-19,65.0,BEAV,Call,0.55,0.237312314453125,59.139998999999996,0.17796030116358658,0.23223785763548316,0.005074456817641848
19218,2016-11-15,2017-01-19,75.0,BEAV,Call,0.05,0.26563234375,59.139998999999996,0.17796030116358658,0.2684053128905371,-0.002772969140537096
19225,2016-11-15,2017-04-20,60.0,BEAV,Call,2.4,0.1861653649902344,59.139998999999996,0.4271047227926078,0.1773881554981936,0.008777209492040805
19247,2016-11-15,2016-12-15,55.0,BEAV,Put,0.8,0.3513248461914062,59.139998999999996,0.08213552361396304,0.35416640959738377,-0.0028415634059775763
19248,2016-11-15,2016-12-15,60.0,BEAV,Put,2.1,0.2395095581054687,59.139998999999996,0.08213552361396304,0.242178617263563,-0.002669059158094289
19255,2016-11-15,2017-01-19,35.0,BEAV,Put,0.27,0.74414318359375,59.139998999999996,0.17796030116358658,0.7411000264255572,0.0030431571681928116
19257,2016-11-15,2017-01-19,45.0,BEAV,Put,0.1,0.3476627734375,59.139998999999996,0.17796030116358658,0.3538637448946256,-0.006200971457125559
19270,2016-11-15,2017-04-20,45.0,BEAV,Put,0.5,0.3208075732421874,59.139998999999996,0.4271047227926078,0.32498953318281654,-0.004181959940629143
19273,2016-11-15,2017-04-20,60.0,BEAV,Put,3.5,0.2017902087402344,59.139998999999996,0.4271047227926078,0.20127164134464787,0.0005185673955865333
19277,2016-11-15,2018-01-18,30.0,BEAV,Put,0.85,0.4699760034179688,59.139998999999996,1.1745379876796715,0.467673783932697,0.002302219485271817
19278,2016-11-15,2018-01-18,35.0,BEAV,Put,0.25,0.2934640966796874,59.139998999999996,1.1745379876796715,0.28647229722992146,0.0069917994497659675
19280,2016-11-15,2018-01-18,45.0,BEAV,Put,0.5,0.194343994140625,59.139998999999996,1.1745379876796715,0.19802763628831693,-0.003683642147691929
19282,2016-11-15,2018-01-18,55.0,BEAV,Put,8.9,0.4471490832519531,59.139998999999996,1.1745379876796715,0.45122459552658345,-0.004075512274630377
19285,2016-11-15,2018-01-18,70.0,BEAV,Put,21.0,0.5471236694335939,59.139998999999996,1.1745379876796715,0.5559497116337306,-0.008826042200136719
19337,2016-11-15,2016-12-15,105.0,COL,Call,0.76,0.5083056982421875,88.33000200000001,0.08213552361396304,0.498671419409221,0.009634278832966525
19343,2016-11-15,2017-01-19,85.0,COL,Call,7.0,0.3559634716796874,88.33000200000001,0.17796030116358658,0.3514151968556698,0.004548274824017595
19345,2016-11-15,2017-01-19,95.0,COL,Call,2.59,0.3481510498046875,88.33000200000001,0.17796030116358658,0.3400860861438568,0.008064963660830649
19346,2016-11-15,2017-01-19,100.0,COL,Call,1.5,0.3490055334472656,88.33000200000001,0.17796030116358658,0.34403566060063984,0.004969872846625756
19369,2016-11-15,2016-12-15,85.0,COL,Put,2.1,0.3490055334472656,88.33000200000001,0.08213552361396304,0.35654767816595356,-0.007542144718687971
19370,2016-11-15,2016-12-15,90.0,COL,Put,4.71,0.3809876354980468,88.33000200000001,0.08213552361396304,0.37677693653677213,0.004210698961274684
19377,2016-11-15,2017-01-19,85.0,COL,Put,3.7,0.36524072265625,88.33000200000001,0.17796030116358658,0.3589349184039756,0.006305804252274394
19384,2016-11-15,2017-04-20,70.0,COL,Put,1.71,0.3756165954589844,88.33000200000001,0.4271047227926078,0.37352129678765866,0.0020952986713257404
19385,2016-11-15,2017-04-20,75.0,COL,Put,2.5,0.3487613952636719,88.33000200000001,0.4271047227926078,0.34758532397972974,0.0011760712839421483
19430,2016-11-15,2016-12-15,20.0,DGI,Put,1.84,2.055668923339844,31.25,0.08213552361396304,2.0473719234723835,0.008296999867460464
19453,2016-11-15,2017-04-20,20.0,ERJ,Call,2.6,0.3818421191406249,20.940001000000002,0.4271047227926078,0.38970648201939273,-0.00786436287876785
19463,2016-11-15,2017-01-19,17.5,ERJ,Put,0.35,0.450200810546875,20.940001000000002,0.17796030116358658,0.4589332627801932,-0.0087324522333182
19464,2016-11-15,2017-01-19,20.0,ERJ,Put,0.75,0.3466862207031249,20.940001000000002,0.17796030116358658,0.33921714733878705,0.00746907336433783
19493,2016-11-15,2016-11-17,65.0,ESL,Put,0.2,2.048833002929688,84.199997,0.0054757015742642025,2.046692672374775,0.002140330554913028
19501,2016-11-15,2017-02-16,60.0,ESL,Put,0.9,0.5285691674804689,84.199997,0.2546201232032854,0.5280208581098131,0.0005483093706557529
19506,2016-11-15,2017-05-18,55.0,ESL,Put,1.7,0.5340622766113281,84.199997,0.5037645448323066,0.539492472380517,-0.005430195769188906
19507,2016-11-15,2017-05-18,60.0,ESL,Put,2.4,0.5173388110351562,84.199997,0.5037645448323066,0.5132162622612677,0.0041225487738885125
19514,2016-11-15,2016-11-17,4.0,FUEL,Call,0.05,5.000003749999999,1.91,0.0054757015742642025,4.99999999992724,3.750072758990086e-06
19533,2016-11-15,2017-04-20,3.0,FUEL,Call,0.15,0.8359391406249999,1.91,0.4271047227926078,0.8415884413261674,-0.005649300701167537
19534,2016-11-15,2017-04-20,4.0,FUEL,Call,0.25,1.3203158984375,1.91,0.4271047227926078,1.3292771319538592,-0.008961233516359135
19574,2016-11-15,2016-12-15,170.0,GD,Call,2.5,0.1805501867675781,168.020004,0.08213552361396304,0.17441707568650694,0.006133111081071174
19575,2016-11-15,2016-12-15,175.0,GD,Call,0.89,0.17188328125,168.020004,0.08213552361396304,0.16514021212060565,0.006743069129394347
19577,2016-11-15,2016-12-15,185.0,GD,Call,0.15,0.1840901904296875,168.020004,0.08213552361396304,0.18971419754962066,-0.005624007119933161
19578,2016-11-15,2016-12-15,190.0,GD,Call,0.05,0.18946123046875,168.020004,0.08213552361396304,0.1950972350459788,-0.00563600457722882
19595,2016-11-15,2017-01-19,145.0,GD,Call,24.0,0.2790599438476562,168.020004,0.17796030116358658,0.2739925770583805,0.005067366789275718
19597,2016-11-15,2017-01-19,155.0,GD,Call,14.8,0.231452998046875,168.020004,0.17796030116358658,0.2243067562085353,0.007146241838339701
19598,2016-11-15,2017-01-19,160.0,GD,Call,10.8,0.2122881506347656,168.020004,0.17796030116358658,0.21152242734388077,0.0007657232908848399
19602,2016-11-15,2017-01-19,180.0,GD,Call,0.85,0.1580894738769531,168.020004,0.17796030116358658,0.15339338926423904,0.004696084612714063
19603,2016-11-15,2017-01-19,185.0,GD,Call,0.45,0.1608970629882813,168.020004,0.17796030116358658,0.1623906702297982,-0.0014936072415168977
19604,2016-11-15,2017-01-19,190.0,GD,Call,0.14,0.1635825830078125,168.020004,0.17796030116358658,0.15487208213016954,0.008710500877642968
19605,2016-11-15,2017-01-19,195.0,GD,Call,0.1,0.16993017578125,168.020004,0.17796030116358658,0.17200179128849508,-0.002071615507245078
19606,2016-11-15,2017-01-19,200.0,GD,Call,0.05,0.176766044921875,168.020004,0.17796030116358658,0.1784113475150671,-0.001645302593192094
19616,2016-11-15,2017-02-16,165.0,GD,Call,7.95,0.1941608905029297,168.020004,0.2546201232032854,0.18520633988373542,0.008954550619194285
19618,2016-11-15,2017-02-16,175.0,GD,Call,3.1,0.1736532830810547,168.020004,0.2546201232032854,0.17021163432218694,0.0034416487588677658
19620,2016-11-15,2017-02-16,185.0,GD,Call,0.85,0.1659018957519532,168.020004,0.2546201232032854,0.16075589410320484,0.005146001648748344
19621,2016-11-15,2017-02-16,200.0,GD,Call,0.1,0.1733481103515625,168.020004,0.2546201232032854,0.16382630790758507,0.009521802443977434
19630,2016-11-15,2017-05-18,175.0,GD,Call,5.44,0.1792379440307617,168.020004,0.5037645448323066,0.17132359520474078,0.007914348826020934
19633,2016-11-15,2017-05-18,190.0,GD,Call,1.65,0.1629112030029297,168.020004,0.5037645448323066,0.1650811492436342,-0.002169946240704518
19635,2016-11-15,2017-05-18,200.0,GD,Call,0.71,0.1641929284667969,168.020004,0.5037645448323066,0.16682029985531793,-0.002627371388521038
19654,2016-11-15,2018-01-18,195.0,GD,Call,4.04,0.1722800057983399,168.020004,1.1745379876796715,0.16798113654658758,0.004298869251752324
19657,2016-11-15,2019-01-17,150.0,GD,Call,30.7,0.2135088415527344,168.020004,2.1711156741957565,0.20875844951660932,0.004750392036125067
19663,2016-11-15,2019-01-17,190.0,GD,Call,11.0,0.1904835591125488,168.020004,2.1711156741957565,0.1857564382225983,0.0047271208899505035
19690,2016-11-15,2016-12-15,140.0,GD,Put,0.2,0.3501041552734374,168.020004,0.08213552361396304,0.34786363794410224,0.0022405173293351677
19694,2016-11-15,2016-12-15,170.0,GD,Put,4.7,0.1867757104492188,168.020004,0.08213552361396304,0.1897798306163177,-0.0030041201670988893
19698,2016-11-15,2017-01-19,80.0,GD,Put,0.02,0.6250037500000001,168.020004,0.17796030116358658,0.6200858884403724,0.004917861559627701
19703,2016-11-15,2017-01-19,105.0,GD,Put,0.1,0.477544287109375,168.020004,0.17796030116358658,0.4859987980307787,-0.008454510921403702
19705,2016-11-15,2017-01-19,115.0,GD,Put,0.2,0.4350642431640626,168.020004,0.17796030116358658,0.44276136126427534,-0.00769711810021273
19706,2016-11-15,2017-01-19,120.0,GD,Put,0.25,0.418951123046875,168.020004,0.17796030116358658,0.4137090880976766,0.005242034949198393
19707,2016-11-15,2017-01-19,125.0,GD,Put,0.8,0.4621635815429688,168.020004,0.17796030116358658,0.4641127521608732,-0.0019491706179043944
19708,2016-11-15,2017-01-19,130.0,GD,Put,0.4,0.3510807080078124,168.020004,0.17796030116358658,0.35755679018620956,-0.00647608217839718
19709,2016-11-15,2017-01-19,135.0,GD,Put,0.4,0.3222724023437499,168.020004,0.17796030116358658,0.31361146619019653,0.008660936153553345
19710,2016-11-15,2017-01-19,140.0,GD,Put,0.6,0.3009103112792969,168.020004,0.17796030116358658,0.29575681088317746,0.005153500396119448
19711,2016-11-15,2017-01-19,145.0,GD,Put,0.85,0.2768627001953125,168.020004,0.17796030116358658,0.2739029328949992,0.002959767300313332
19712,2016-11-15,2017-01-19,150.0,GD,Put,1.25,0.2524488818359375,168.020004,0.17796030116358658,0.2544252415100355,-0.0019763596740979827
19713,2016-11-15,2017-01-19,155.0,GD,Put,1.85,0.2301102380371094,168.020004,0.17796030116358658,0.23522938929090836,-0.00511915125379897
19715,2016-11-15,2017-01-19,165.0,GD,Put,4.4,0.199776068725586,168.020004,0.17796030116358658,0.20883250464976394,-0.00905643592417793
19716,2016-11-15,2017-01-19,170.0,GD,Put,6.7,0.192390888671875,168.020004,0.17796030116358658,0.2019314932840653,-0.009540604612190279
19723,2016-11-15,2017-02-16,70.0,GD,Put,0.15,0.747072841796875,168.020004,0.2546201232032854,0.7561478955176435,-0.009075053720768445
19726,2016-11-15,2017-02-16,85.0,GD,Put,0.05,0.5195360546875,168.020004,0.2546201232032854,0.5256404245301391,-0.006104369842639179
19728,2016-11-15,2017-02-16,95.0,GD,Put,0.3,0.5576216113281252,168.020004,0.2546201232032854,0.5651279696758147,-0.007506358347689535
19733,2016-11-15,2017-02-16,120.0,GD,Put,0.86,0.4421442504882813,168.020004,0.2546201232032854,0.43835684256919283,0.0037874079190884924
19734,2016-11-15,2017-02-16,125.0,GD,Put,0.45,0.3466862207031249,168.020004,0.2546201232032854,0.34458930102118845,0.0020969196819364266
19735,2016-11-15,2017-02-16,130.0,GD,Put,1.74,0.4145566357421875,168.020004,0.2546201232032854,0.4234558471216596,-0.008899211379472138
19737,2016-11-15,2017-02-16,140.0,GD,Put,1.0,0.2804027038574218,168.020004,0.2546201232032854,0.2812323194666542,-0.000829615609232448
19738,2016-11-15,2017-02-16,145.0,GD,Put,1.35,0.260749580078125,168.020004,0.2546201232032854,0.2621924815321118,-0.001442901453986789
19739,2016-11-15,2017-02-16,150.0,GD,Put,1.75,0.2444533563232422,168.020004,0.2546201232032854,0.2392126961058248,0.005240660217417398
19740,2016-11-15,2017-02-16,155.0,GD,Put,2.55,0.2276688562011719,168.020004,0.2546201232032854,0.2262258619157374,0.0014429942854344846
19742,2016-11-15,2017-02-16,165.0,GD,Put,5.4,0.2039264178466797,168.020004,0.2546201232032854,0.20592763663444297,-0.0020012187877632703
19743,2016-11-15,2017-02-16,170.0,GD,Put,20.4,0.5820354296875,168.020004,0.2546201232032854,0.575697224921897,0.006338204765602984
19746,2016-11-15,2017-05-18,75.0,GD,Put,0.2,0.5141650146484374,168.020004,0.5037645448323066,0.5186093196243755,-0.004444304975938063
19747,2016-11-15,2017-05-18,85.0,GD,Put,0.55,0.5124560473632812,168.020004,0.5037645448323066,0.5212754592503197,-0.008819411887038497
19748,2016-11-15,2017-05-18,90.0,GD,Put,0.45,0.4702201416015626,168.020004,0.5037645448323066,0.4659926809108592,0.0042274606907034
19751,2016-11-15,2017-05-18,105.0,GD,Put,0.6,0.3796448754882812,168.020004,0.5037645448323066,0.3835311909642778,-0.0038863154759966045
19754,2016-11-15,2017-05-18,120.0,GD,Put,1.87,0.3814759118652343,168.020004,0.5037645448323066,0.37868203500693287,0.002793876858301403
19755,2016-11-15,2017-05-18,125.0,GD,Put,2.4,0.3718324536132813,168.020004,0.5037645448323066,0.3693029375426713,0.0025295160706100273
19756,2016-11-15,2017-05-18,130.0,GD,Put,1.3,0.2886423675537109,168.020004,0.5037645448323066,0.2788230172154736,0.009819350338237331
19757,2016-11-15,2017-05-18,135.0,GD,Put,1.8,0.274421318359375,168.020004,0.5037645448323066,0.2715085754607581,0.002912742898616927
19759,2016-11-15,2017-05-18,145.0,GD,Put,3.06,0.2422561126708984,168.020004,0.5037645448323066,0.24986048338178174,-0.007604370710883351
19760,2016-11-15,2017-05-18,150.0,GD,Put,3.54,0.2363967962646484,168.020004,0.5037645448323066,0.22749784628104047,0.008898949983607934
19764,2016-11-15,2017-05-18,170.0,GD,Put,10.79,0.2013629669189453,168.020004,0.5037645448323066,0.20930688195221686,-0.007943915033271548
19767,2016-11-15,2017-05-18,185.0,GD,Put,20.5,0.1943745114135742,168.020004,0.5037645448323066,0.20433330188097992,-0.00995879046740572
19768,2016-11-15,2018-01-18,70.0,GD,Put,0.7,0.4436090795898437,168.020004,1.1745379876796715,0.4474601057154368,-0.0038510261255931266
19769,2016-11-15,2018-01-18,75.0,GD,Put,1.15,0.4650932397460938,168.020004,1.1745379876796715,0.45747492455120753,0.00761831519488626
19771,2016-11-15,2018-01-18,85.0,GD,Put,1.21,0.4079649047851562,168.020004,1.1745379876796715,0.3992265054694153,0.008738399315740886
19772,2016-11-15,2018-01-18,90.0,GD,Put,1.3,0.3723207299804688,168.020004,1.1745379876796715,0.37622762589308056,-0.003906895912611785
19773,2016-11-15,2018-01-18,95.0,GD,Put,1.4,0.3560855407714844,168.020004,1.1745379876796715,0.3544238850736301,0.001661655697854314
19774,2016-11-15,2018-01-18,100.0,GD,Put,2.15,0.364264169921875,168.020004,1.1745379876796715,0.3641579286340866,0.00010624128778841113
19775,2016-11-15,2018-01-18,105.0,GD,Put,2.9,0.3684145190429688,168.020004,1.1745379876796715,0.36569876108842525,0.0027157579545435406
19776,2016-11-15,2018-01-18,110.0,GD,Put,2.2,0.3097603204345704,168.020004,1.1745379876796715,0.31195719413517603,-0.002196873700605617
19777,2016-11-15,2018-01-18,115.0,GD,Put,4.0,0.3450382879638672,168.020004,1.1745379876796715,0.3440476822288483,0.0009906057350189124
19778,2016-11-15,2018-01-18,120.0,GD,Put,2.77,0.2858958129882812,168.020004,1.1745379876796715,0.28017802593240143,0.005717787055879775
19779,2016-11-15,2018-01-18,125.0,GD,Put,3.4,0.2736889038085937,168.020004,1.1745379876796715,0.2727939144097045,0.0008949893988891566
19780,2016-11-15,2018-01-18,130.0,GD,Put,4.2,0.262275443725586,168.020004,1.1745379876796715,0.2669635741767716,-0.0046881304511856015
19781,2016-11-15,2018-01-18,135.0,GD,Put,4.9,0.2533949172973633,168.020004,1.1745379876796715,0.2561291839083433,-0.0027342666109800295
19782,2016-11-15,2018-01-18,140.0,GD,Put,5.4,0.2440871490478516,168.020004,1.1745379876796715,0.23941664279846103,0.004670506249390555
19783,2016-11-15,2018-01-18,145.0,GD,Put,6.57,0.2360305889892578,168.020004,1.1745379876796715,0.23376158445899003,0.0022690045302677653
19784,2016-11-15,2018-01-18,150.0,GD,Put,7.89,0.2285843743896485,168.020004,1.1745379876796715,0.22759675084671566,0.0009876235429328306
19785,2016-11-15,2018-01-18,155.0,GD,Put,10.0,0.2228776443481445,168.020004,1.1745379876796715,0.23064681699907036,-0.00776917265092586
19786,2016-11-15,2018-01-18,160.0,GD,Put,11.7,0.2155229815673828,168.020004,1.1745379876796715,0.22370816055627168,-0.008185178988888875
19787,2016-11-15,2018-01-18,165.0,GD,Put,12.75,0.2092516819763183,168.020004,1.1745379876796715,0.20461137355596387,0.004640308420354428
19793,2016-11-15,2019-01-17,90.0,GD,Put,3.0,0.3403386279296875,168.020004,2.1711156741957565,0.3424619291763529,-0.0021233012466653767
19794,2016-11-15,2019-01-17,100.0,GD,Put,4.1,0.321723091430664,168.020004,2.1711156741957565,0.3248434418492261,-0.003120350418562068
19797,2016-11-15,2019-01-17,115.0,GD,Put,5.0,0.2817759811401367,168.020004,2.1711156741957565,0.2760682318330519,0.005707749307084786
19798,2016-11-15,2019-01-17,125.0,GD,Put,9.5,0.3158332577514648,168.020004,2.1711156741957565,0.30649109125079216,0.009342166500672655
19799,2016-11-15,2019-01-17,130.0,GD,Put,7.5,0.2548902636718751,168.020004,2.1711156741957565,0.2525788221828416,0.0023114414890335055
19800,2016-11-15,2019-01-17,135.0,GD,Put,8.5,0.2515943981933594,168.020004,2.1711156741957565,0.24472193232213707,0.006872465871222311
19802,2016-11-15,2019-01-17,145.0,GD,Put,12.8,0.2492445681762695,168.020004,2.1711156741957565,0.25363561355334335,-0.0043910453770738544
19803,2016-11-15,2019-01-17,185.0,GD,Put,29.7,0.2168352243041992,168.020004,2.1711156741957565,0.2081540393555779,0.008681184948621273
19808,2016-11-07,2016-11-17,25.0,GLRE,Call,0.2,1.0078174609375,20.4,0.02737850787132101,1.003746531132493,0.004070929805007006
19814,2016-11-07,2016-11-17,20.0,GLRE,Put,0.7,0.659183095703125,20.4,0.02737850787132101,0.6655018300079982,-0.006318734304873175
19917,2016-11-11,2016-11-17,805.0,GOOG,Call,0.26,0.2614819946289063,754.02002,0.01642710472279261,0.26258376492478513,-0.0011017702958788234
19926,2016-11-11,2016-11-17,835.0,GOOG,Call,0.23,0.3818421191406249,754.02002,0.01642710472279261,0.3743369869334865,0.0075051322071383875
19934,2016-11-11,2016-11-17,875.0,GOOG,Call,0.14,0.4941456835937501,754.02002,0.01642710472279261,0.4848203402798399,0.009325343313910217
19941,2016-11-11,2016-11-17,910.0,GOOG,Call,0.05,0.5317429638671876,754.02002,0.01642710472279261,0.5323128437885325,-0.0005698799213449401
19966,2016-11-11,2016-11-24,742.5,GOOG,Call,27.1,0.3744264218139648,754.02002,0.03559206023271732,0.36866291680780794,0.005763505006156855
19980,2016-11-11,2016-11-24,782.5,GOOG,Call,2.8,0.2028888305664062,754.02002,0.03559206023271732,0.20774040916876496,-0.004851578602358769
19981,2016-11-11,2016-11-24,785.0,GOOG,Call,2.5,0.2005695178222656,754.02002,0.03559206023271732,0.21050982315500827,-0.009940305332742677
