,currentDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,StockPrice,T,ImpliedVolatility,Difference,Var
7162,2017-02-17,2017-03-03,118.0,CELG,Put,0.85,0.21871999999999997,121.160004,0.038329911019849415,0.22086588017480455,-0.0021458801748045764,0.009811083461981422
7164,2017-02-17,2017-03-03,120.0,CELG,Put,1.42,0.21226,121.160004,0.038329911019849415,0.20759824551987213,0.004661754480127872,0.02196247281695973
7175,2017-02-17,2017-03-10,117.0,CELG,Put,0.99,0.21871999999999997,121.160004,0.057494866529774126,0.22468923909606361,-0.005969239096063644,0.027291693014190037
7176,2017-02-17,2017-03-10,119.0,CELG,Put,1.65,0.21871999999999997,121.160004,0.057494866529774126,0.2265185914532877,-0.007798591453287734,0.035655593696450875
7187,2017-02-17,2017-03-17,125.0,CELG,Put,5.16,0.21871999999999997,121.160004,0.07665982203969883,0.21155040708477138,0.00716959291522859,0.03277977741051843
7194,2017-02-17,2017-03-24,116.0,CELG,Put,1.6,0.24996999999999997,121.160004,0.09582477754962354,0.2478209365501995,0.0021490634498004813,0.00859728547345874
7195,2017-02-17,2017-03-24,117.0,CELG,Put,1.83,0.24996999999999997,121.160004,0.09582477754962354,0.2413013167660272,0.008668683233972768,0.03467889440321947
7198,2017-02-17,2017-03-24,120.0,CELG,Put,2.75,0.21871999999999997,121.160004,0.09582477754962354,0.22327523122274384,-0.004555231222743872,0.020826770403913095
7200,2017-02-17,2017-03-24,123.0,CELG,Put,4.65,0.24996999999999997,121.160004,0.09582477754962354,0.24496299254506743,0.005007007454932544,0.020030433471746788
7206,2017-02-17,2017-04-21,125.0,CELG,Call,2.97,0.21811,121.160004,0.17248459958932238,0.22562721762929341,-0.007517217629293416,0.03446525894866542
7207,2017-02-17,2017-04-21,130.0,CELG,Call,1.51,0.22956,121.160004,0.17248459958932238,0.22234890239758365,0.007211097602416339,0.03141269211716475
7208,2017-02-17,2017-04-21,110.0,CELG,Put,1.32,0.2728,121.160004,0.17248459958932238,0.2659512772473506,0.006848722752649361,0.025105288682732263
7209,2017-02-17,2017-04-21,115.0,CELG,Put,2.39,0.24291999999999997,121.160004,0.17248459958932238,0.2505451377356803,-0.007625137735680354,0.031389501628850465
7223,2017-02-17,2017-07-21,110.0,CELG,Call,14.23,0.23135999999999998,121.160004,0.4216290212183436,0.23893168153919814,-0.007571681539198155,0.03272683929459784
7227,2017-02-17,2017-07-21,130.0,CELG,Call,4.5,0.24996999999999997,121.160004,0.4216290212183436,0.24871400326912121,0.0012559967308787556,0.005024589874299939
7229,2017-02-17,2017-07-21,115.0,CELG,Put,5.51,0.26800999999999997,121.160004,0.4216290212183436,0.27277632282017744,-0.004766322820177471,0.017784123055772066
7238,2017-02-17,2018-01-19,110.0,CELG,Put,8.44,0.30801999999999996,121.160004,0.919917864476386,0.30676446011715497,0.0012555398828449915,0.004076163505113277
7277,2017-02-17,2017-07-21,25.0,CSFL,Call,1.7,0.22209,25.360001,0.4216290212183436,0.22804814165331005,-0.005958141653310045,0.02682759986181298
7329,2017-02-17,2017-09-15,60.0,CERN,Call,2.7,0.24996999999999997,56.150002,0.5749486652977412,0.2450194494343141,0.004950550565685857,0.019804578812200897
7333,2017-02-17,2018-01-19,55.0,CERN,Call,6.16,0.26016,56.150002,0.919917864476386,0.25659097739001596,0.0035690226099840405,0.013718567842804584
7345,2017-02-17,2019-01-18,55.0,CERN,Put,7.25,0.26821999999999996,56.150002,1.9164955509924708,0.2653340878873196,0.0028859121126803555,0.010759496356276026
7349,2017-02-17,2017-05-19,4.0,CERS,Call,0.65,0.6000300000000001,4.29,0.24914442162902123,0.5944999213890667,0.005530078610933353,0.00921633686804552
7395,2017-02-17,2017-02-24,330.0,CHTR,Call,2.85,0.2478,326.549988,0.019164955509924708,0.2397918362682959,0.008008163731704099,0.03231704492213115
7399,2017-02-17,2017-02-24,340.0,CHTR,Call,1.48,0.32082,326.549988,0.019164955509924708,0.32180272185430947,-0.0009827218543094762,0.0030631564562978502
7430,2017-02-17,2017-03-03,350.0,CHTR,Call,0.95,0.27321,326.549988,0.038329911019849415,0.2829385572555067,-0.009728557255506698,0.035608349824335486
7436,2017-02-17,2017-03-10,327.5,CHTR,Call,6.6,0.21871999999999997,326.549988,0.057494866529774126,0.2244523886672775,-0.005732388667277544,0.02620879968579711
7437,2017-02-17,2017-03-10,330.0,CHTR,Call,5.5,0.2231,326.549988,0.057494866529774126,0.22459589955111967,-0.0014958995511196727,0.00670506298126254
7455,2017-02-17,2017-03-17,355.0,CHTR,Call,1.5,0.26829000000000003,326.549988,0.07665982203969883,0.25970324951948426,0.00858675048051577,0.03200548093673178
7459,2017-02-17,2017-03-24,330.0,CHTR,Call,8.2,0.24996999999999997,326.549988,0.09582477754962354,0.24080778975075784,0.009162210249242131,0.036653239385694814
7461,2017-02-17,2017-03-24,342.5,CHTR,Call,3.5,0.21871999999999997,326.549988,0.09582477754962354,0.22643211968688323,-0.007712119686883262,0.03526023997294835
7462,2017-02-17,2017-03-24,345.0,CHTR,Call,3.4,0.24996,326.549988,0.09582477754962354,0.24113921224179316,0.008820787758206827,0.03528879724038577
7473,2017-02-17,2017-03-03,325.0,CHTR,Put,6.4,0.27541,326.549988,0.038329911019849415,0.2821395576754408,-0.0067295576754408115,0.024434688919940495
7479,2017-02-17,2017-03-10,305.0,CHTR,Put,2.7,0.32658000000000004,326.549988,0.057494866529774126,0.3317150061753613,-0.005135006175361279,0.015723578220838013
7489,2017-02-17,2017-03-17,310.0,CHTR,Put,3.76,0.28004,326.549988,0.07665982203969883,0.2832660152943724,-0.0032260152943723863,0.01151983750311522
7491,2017-02-17,2017-03-17,320.0,CHTR,Put,6.1,0.24996999999999997,326.549988,0.07665982203969883,0.2534833636445401,-0.003513363644540135,0.014055141195103954
7499,2017-02-17,2017-03-24,307.5,CHTR,Put,4.36,0.29930999999999996,326.549988,0.09582477754962354,0.2939524308978734,0.005357569102126591,0.01789973305979283
7512,2017-02-17,2017-06-16,330.0,CHTR,Call,17.7,0.25375,326.549988,0.3258042436687201,0.2562315973418898,-0.002481597341889852,0.009779693958186609
7513,2017-02-17,2017-06-16,335.0,CHTR,Call,13.59,0.22434,326.549988,0.3258042436687201,0.2294472520376848,-0.0051072520376847785,0.022765677265243728
7516,2017-02-17,2017-06-16,350.0,CHTR,Call,8.28,0.2194,326.549988,0.3258042436687201,0.2260124101465937,-0.006612410146593695,0.030138605955303984
7517,2017-02-17,2017-06-16,355.0,CHTR,Call,7.1,0.21871999999999997,326.549988,0.3258042436687201,0.22785217035716576,-0.009132170357165792,0.041752790586895544
7519,2017-02-17,2017-06-16,300.0,CHTR,Put,10.22,0.29725999999999997,326.549988,0.3258042436687201,0.29559217418194395,0.0016678258180560235,0.005610663453058009
7527,2017-02-17,2017-06-16,340.0,CHTR,Put,27.5,0.27778,326.549988,0.3258042436687201,0.26941431269944344,0.00836568730055659,0.030116233352136906
7534,2017-02-17,2017-09-15,300.0,CHTR,Put,15.6,0.28972,326.549988,0.5749486652977412,0.2874429299941194,0.002277070005880566,0.007859554072485732
7548,2017-02-17,2018-01-19,310.0,CHTR,Put,26.2,0.28536999999999996,326.549988,0.919917864476386,0.28440825197151265,0.0009617480284873081,0.003370179165600127
7550,2017-02-17,2018-01-19,330.0,CHTR,Put,35.5,0.28186,326.549988,0.919917864476386,0.2762908003584898,0.005569199641510203,0.019758744204605844
7566,2017-02-17,2017-03-17,110.0,CHKP,Call,0.2,0.2052,101.209999,0.07665982203969883,0.20701793996526768,-0.0018179399652676898,0.008859356555885428
7569,2017-02-17,2017-03-17,97.5,CHKP,Put,0.65,0.1789,101.209999,0.07665982203969883,0.18105654855233008,-0.0021565485523300787,0.012054491628452088
7575,2017-02-17,2017-04-21,105.0,CHKP,Call,2.07,0.20695,101.209999,0.17248459958932238,0.2122805161574077,-0.005330516157407705,0.025757507404724357
7576,2017-02-17,2017-04-21,110.0,CHKP,Call,0.91,0.21936,101.209999,0.17248459958932238,0.21535314696045182,0.004006853039548175,0.01826610612485492
7578,2017-02-17,2017-04-21,95.0,CHKP,Put,1.26,0.21871999999999997,101.209999,0.17248459958932238,0.21893675468588564,-0.00021675468588566726,0.000991014474605282
7587,2017-02-17,2017-07-21,92.5,CHKP,Put,2.44,0.23476999999999998,101.209999,0.4216290212183436,0.2335796784605462,0.0011903215394537814,0.005070160324802068
7590,2017-02-17,2017-07-21,100.0,CHKP,Put,4.9,0.21871999999999997,101.209999,0.4216290212183436,0.21457196462147696,0.004148035378523013,0.018965048365595344
7611,2017-02-17,2017-09-15,50.0,CHFC,Put,3.0,0.28110999999999997,53.259997999999996,0.5749486652977412,0.28910819122056086,-0.00799819122056089,0.028452176089647795
7621,2017-02-17,2017-03-17,100.0,PLCE,Call,4.17,0.35679,100.25,0.07665982203969883,0.3640908749559749,-0.007300874955974923,0.0204626669917176
7622,2017-02-17,2017-03-17,105.0,PLCE,Call,2.45,0.39837,100.25,0.07665982203969883,0.38942486065383436,0.008945139346165643,0.022454349841016248
7627,2017-02-17,2017-03-17,100.0,PLCE,Put,4.1,0.38449,100.25,0.07665982203969883,0.3838694959670459,0.0006205040329541056,0.0016138365964111045
7638,2017-02-17,2017-06-16,97.5,PLCE,Put,6.5,0.35135,100.25,0.3258042436687201,0.35038453079301773,0.0009654692069822612,0.002747884465582073
7647,2017-02-17,2017-09-15,97.5,PLCE,Put,9.6,0.36513,100.25,0.5749486652977412,0.37118316827630016,-0.006053168276300147,0.01657811813956713
7709,2017-02-17,2017-06-16,150.0,CHDN,Call,7.5,0.12480999999999999,155.100006,0.3258042436687201,0.12424668418033158,0.0005633158196684113,0.004513386905443565
7714,2017-02-17,2017-03-17,32.5,CHUY,Call,0.56,0.41402,30.15,0.07665982203969883,0.41558981189786537,-0.0015698118978653697,0.003791633007742065
7715,2017-02-17,2017-03-17,27.5,CHUY,Put,0.45,0.43181,30.15,0.07665982203969883,0.43875217045403925,-0.00694217045403922,0.016076909877120075
7719,2017-02-17,2017-04-21,30.0,CHUY,Call,1.7,0.31403000000000003,30.15,0.17248459958932238,0.3235904858300752,-0.009560485830075183,0.030444498392112797
7722,2017-02-17,2017-04-21,30.0,CHUY,Put,1.6,0.34501,30.15,0.17248459958932238,0.33887106427424235,0.006138935725757633,0.01779350084275132
7726,2017-02-17,2017-07-21,32.5,CHUY,Call,1.55,0.31892,30.15,0.4216290212183436,0.3126403384466539,0.006279661553346083,0.019690397445585362
7734,2017-02-17,2017-03-17,85.0,CMPR,Put,2.91,0.2493,83.779999,0.07665982203969883,0.2432955528221415,0.006004447177858502,0.024085227348008432
7738,2017-02-17,2017-04-21,80.0,CMPR,Put,2.2,0.28665999999999997,83.779999,0.17248459958932238,0.28187264559730885,0.004787354402691124,0.01670046188059417
7748,2017-02-17,2017-03-17,70.0,CINF,Put,0.5,0.18648,72.66999799999999,0.07665982203969883,0.18686752595552422,-0.000387525955524215,0.0020781100146086175
7759,2017-02-17,2017-03-17,120.0,CTAS,Call,0.95,0.11273,118.610001,0.07665982203969883,0.1160499821854747,-0.003319982185474704,0.029450742353186413
7760,2017-02-17,2017-03-17,125.0,CTAS,Call,0.3,0.15300999999999998,118.610001,0.07665982203969883,0.15732326049878087,-0.004313260498780891,0.028189402645453835
7767,2017-02-17,2017-05-19,125.0,CTAS,Call,1.17,0.13591,118.610001,0.24914442162902123,0.1411875438070235,-0.005277543807023499,0.0388311662646126
7768,2017-02-17,2017-05-19,130.0,CTAS,Call,0.35,0.13539,118.610001,0.24914442162902123,0.1352369544582249,0.0001530455417751153,0.0011304050651829182
7769,2017-02-17,2017-05-19,110.0,CTAS,Put,2.15,0.24497,118.610001,0.24914442162902123,0.23946404281656197,0.0055059571834380205,0.022476046795272975
7770,2017-02-17,2017-05-19,115.0,CTAS,Put,2.6,0.18336,118.610001,0.24914442162902123,0.18133310934888835,0.0020268906511116402,0.011054159310163833
7773,2017-02-17,2017-05-19,130.0,CTAS,Put,12.7,0.22098,118.610001,0.24914442162902123,0.21439637452236424,0.006583625477635774,0.029792856718416933
7802,2017-02-17,2017-02-24,51.0,CRUS,Put,0.19,0.48312,55.330002,0.019164955509924708,0.48221207318458764,0.0009079268154123521,0.0018792987568561684
7830,2017-02-17,2017-03-03,57.5,CRUS,Call,0.35,0.24789,55.330002,0.038329911019849415,0.25234025442091224,-0.004450254420912236,0.017952537096745477
7831,2017-02-17,2017-03-03,58.0,CRUS,Call,0.34,0.28868,55.330002,0.038329911019849415,0.2807803083770665,0.007899691622933469,0.027364873295460265
7834,2017-02-17,2017-03-03,60.0,CRUS,Call,0.12,0.29053,55.330002,0.038329911019849415,0.29377233142234854,-0.0032423314223485322,0.011160057213879917
7845,2017-02-17,2017-03-10,57.0,CRUS,Call,0.9,0.30263,55.330002,0.057494866529774126,0.29645085410202443,0.00617914589797558,0.02041815384454806
7862,2017-02-17,2017-03-24,56.0,CRUS,Call,1.5,0.26626,55.330002,0.09582477754962354,0.2624707748154982,0.00378922518450181,0.014231297170066139
7863,2017-02-17,2017-03-24,56.5,CRUS,Call,1.29,0.25151999999999997,55.330002,0.09582477754962354,0.26141766879127026,-0.009897668791270298,0.039351418540355836
7880,2017-02-17,2017-03-03,55.0,CRUS,Put,1.15,0.297,55.330002,0.038329911019849415,0.30486818609959004,-0.007868186099590058,0.026492209089528814
7903,2017-02-17,2017-03-10,58.5,CRUS,Put,4.0,0.37317,55.330002,0.057494866529774126,0.3766183081909352,-0.003448308190935223,0.009240582552014426
7921,2017-02-17,2017-06-16,50.0,CRUS,Call,7.95,0.40806,55.330002,0.3258042436687201,0.39870553821398946,0.009354461786010515,0.022924231206220936
7931,2017-02-17,2017-09-15,55.0,CRUS,Put,6.8,0.41502,55.330002,0.5749486652977412,0.42438206062578676,-0.009362060625786761,0.022558095093698525
7936,2017-02-17,2018-01-19,50.0,CRUS,Put,6.3,0.43861999999999995,55.330002,0.919917864476386,0.4414169142767556,-0.0027969142767556576,0.006376622764022748
7951,2017-02-17,2017-02-24,33.5,CSCO,Call,0.31,0.09045,33.740002000000004,0.019164955509924708,0.0860742241791656,0.004375775820834399,0.04837784213194471
7952,2017-02-17,2017-02-24,34.0,CSCO,Call,0.08,0.09617,33.740002000000004,0.019164955509924708,0.09622606938148982,-5.606938148981777e-05,0.0005830236195260245
7954,2017-02-17,2017-02-24,35.0,CSCO,Call,0.02,0.16864,33.740002000000004,0.019164955509924708,0.16832442115553445,0.00031557884446556383,0.0018713166773337512
7961,2017-02-17,2017-02-24,33.5,CSCO,Put,0.12,0.11667999999999999,33.740002000000004,0.019164955509924708,0.11881822182594219,-0.0021382218259421992,0.018325521305641065
7971,2017-02-17,2017-03-03,33.0,CSCO,Call,0.77,0.08481,33.740002000000004,0.038329911019849415,0.08563722760541688,-0.0008272276054168831,0.009753892293560702
7972,2017-02-17,2017-03-03,33.5,CSCO,Call,0.4,0.09986,33.740002000000004,0.038329911019849415,0.09837957946307231,0.001480420536927693,0.014824960313716131
7973,2017-02-17,2017-03-03,34.0,CSCO,Call,0.16,0.10001,33.740002000000004,0.038329911019849415,0.10127272138030276,-0.001262721380302756,0.012625951207906768
7983,2017-02-17,2017-03-10,33.5,CSCO,Call,0.48,0.10207999999999999,33.740002000000004,0.057494866529774126,0.10596646943877971,-0.0038864694387797244,0.03807278055230921
7985,2017-02-17,2017-03-10,34.5,CSCO,Call,0.09,0.1021,33.740002000000004,0.057494866529774126,0.10475258404271183,-0.0026525840427118336,0.025980255070635002
7993,2017-02-17,2017-03-17,36.0,CSCO,Call,0.02,0.13339,33.740002000000004,0.07665982203969883,0.1321031615721164,0.001286838427883602,0.009647188154161495
8004,2017-02-17,2017-03-24,35.5,CSCO,Call,0.07,0.12553,33.740002000000004,0.09582477754962354,0.12990546823209254,-0.004375468232092533,0.03485595660075307
8006,2017-02-17,2017-03-24,36.5,CSCO,Call,0.02,0.13277,33.740002000000004,0.09582477754962354,0.13817195501120969,-0.005401955011209686,0.04068656331407461
8008,2017-02-17,2017-03-03,31.0,CSCO,Put,0.02,0.2318,33.740002000000004,0.038329911019849415,0.23726052868641004,-0.005460528686410032,0.023557069397799967
8010,2017-02-17,2017-03-03,32.0,CSCO,Put,0.03,0.17767,33.740002000000004,0.038329911019849415,0.17585687144096276,0.0018131285590372304,0.010205034947021052
8012,2017-02-17,2017-03-03,33.0,CSCO,Put,0.09,0.13037,33.740002000000004,0.038329911019849415,0.13076903703424456,-0.0003990370342445426,0.003060804128592027
8014,2017-02-17,2017-03-03,34.0,CSCO,Put,0.46,0.12329000000000001,33.740002000000004,0.038329911019849415,0.11994988482681561,0.003340115173184402,0.027091533564639482
8017,2017-02-17,2017-03-10,31.0,CSCO,Put,0.03,0.20695,33.740002000000004,0.057494866529774126,0.20909243880807651,-0.002142438808076519,0.010352446523684557
8019,2017-02-17,2017-03-10,32.0,CSCO,Put,0.06,0.16705,33.740002000000004,0.057494866529774126,0.16985763453123803,-0.002807634531238029,0.01680715074072451
8025,2017-02-17,2017-03-17,31.0,CSCO,Put,0.03,0.17506,33.740002000000004,0.07665982203969883,0.18124539166637524,-0.006185391666375245,0.035332981071491174
8026,2017-02-17,2017-03-17,32.0,CSCO,Put,0.07,0.15721,33.740002000000004,0.07665982203969883,0.15355593404225296,0.0036540659577470325,0.023243215811634327
8027,2017-02-17,2017-03-17,33.0,CSCO,Put,0.21,0.14162,33.740002000000004,0.07665982203969883,0.13529302091184434,0.00632697908815566,0.04467574557375837
8029,2017-02-17,2017-03-17,35.0,CSCO,Put,1.4,0.15904000000000001,33.740002000000004,0.07665982203969883,0.15117520170757062,0.007864798292429392,0.04945169952483269
8031,2017-02-17,2017-03-24,30.5,CSCO,Put,0.04,0.2,33.740002000000004,0.09582477754962354,0.19792877239346637,0.0020712276065336377,0.010356138032668188
8033,2017-02-17,2017-03-24,31.5,CSCO,Put,0.08,0.17632,33.740002000000004,0.09582477754962354,0.1725087485281084,0.003811251471891597,0.021615536932234555
8034,2017-02-17,2017-03-24,32.0,CSCO,Put,0.1,0.1539,33.740002000000004,0.09582477754962354,0.15255518403738735,0.0013448159626126555,0.008738245371102375
8035,2017-02-17,2017-03-24,32.5,CSCO,Put,0.15,0.14627,33.740002000000004,0.09582477754962354,0.13972057743783203,0.006549422562167978,0.04477625324514923
8044,2017-02-17,2017-04-21,36.0,CSCO,Call,0.08,0.11912,33.740002000000004,0.17248459958932238,0.11927743277863598,-0.00015743277863597416,0.0013216317884148267
8046,2017-02-17,2017-04-21,31.0,CSCO,Put,0.16,0.18087,33.740002000000004,0.17248459958932238,0.18296119440193162,-0.0020911944019316175,0.011561864333121123
8047,2017-02-17,2017-04-21,32.0,CSCO,Put,0.29,0.17536,33.740002000000004,0.17248459958932238,0.16809592300584705,0.007264076994152935,0.0414237967276057
8049,2017-02-17,2017-04-21,34.0,CSCO,Put,1.04,0.16842000000000001,33.740002000000004,0.17248459958932238,0.16405439073888714,0.004365609261112874,0.0259209669939014
8059,2017-02-17,2017-05-19,31.0,CSCO,Put,0.37,0.21135,33.740002000000004,0.24914442162902123,0.20498739239642502,0.006362607603574988,0.03010460186219535
8062,2017-02-17,2017-05-19,34.0,CSCO,Put,1.39,0.18735,33.740002000000004,0.24914442162902123,0.18970935460301122,-0.0023593546030112322,0.012593299188744234
8073,2017-02-17,2017-06-16,33.0,CSCO,Put,1.09,0.19091,33.740002000000004,0.3258042436687201,0.19140411769819246,-0.0004941176981924644,0.0025882232370879705
8099,2017-02-17,2017-10-20,32.0,CSCO,Put,1.6,0.22553,33.740002000000004,0.6707734428473648,0.2253172653569598,0.00021273464304019662,0.000943265388374924
8108,2017-02-17,2018-01-19,32.0,CSCO,Put,2.18,0.24106,33.740002000000004,0.919917864476386,0.24209363166102274,-0.0010336316610227436,0.004287860536890167
8165,2017-02-17,2018-01-19,77.5,CTXS,Put,8.1,0.32497,80.5,0.919917864476386,0.32246364874664696,0.002506351253353023,0.0077125619391113735
8196,2017-02-17,2017-03-17,70.0,CLVS,Put,8.0,0.7552399999999999,65.800003,0.07665982203969883,0.7578735882079515,-0.002633588207951565,0.0034870878236740177
8197,2017-02-17,2017-04-21,60.0,CLVS,Call,9.85,0.63502,65.800003,0.17248459958932238,0.6271373341479398,0.007882665852060211,0.012413256042424192
8214,2017-02-17,2019-01-18,65.0,CLVS,Call,14.0,0.3693,65.800003,1.9164955509924708,0.37349669028231014,-0.004196690282310123,0.011363905448984897
8240,2017-02-17,2017-02-24,117.0,CME,Put,0.05,0.18719,122.620003,0.019164955509924708,0.19261172224494336,-0.005421722244943361,0.028963738687661528
8279,2017-02-17,2017-03-24,124.0,CME,Call,1.97,0.17600000000000002,122.620003,0.09582477754962354,0.1692631298397697,0.006736870160230307,0.03827767136494492
8281,2017-02-17,2017-03-24,126.0,CME,Call,0.75,0.13383,122.620003,0.09582477754962354,0.12924562876595375,0.004584371234046258,0.03425518369607904
8306,2017-02-17,2017-03-24,112.0,CME,Put,0.82,0.29225,122.620003,0.09582477754962354,0.28628820110143904,0.005961798898560966,0.020399654058377983
8316,2017-02-17,2017-06-16,115.0,CME,Put,2.75,0.21871999999999997,122.620003,0.3258042436687201,0.21633819342112717,0.002381806578872797,0.010889752097991942
8317,2017-02-17,2017-06-16,120.0,CME,Put,4.3,0.20840999999999998,122.620003,0.3258042436687201,0.20283890881959044,0.005571091180409549,0.026731400510577943
8328,2017-02-17,2018-01-19,125.0,CME,Call,6.6,0.1646,122.620003,0.919917864476386,0.15816888971431275,0.0064311102856872415,0.03907114389846441
8343,2017-02-17,2017-06-16,25.0,CCNE,Put,1.6,0.35963,26.040001,0.3258042436687201,0.3616916341278366,-0.002061634127836609,0.005732653359943856
8346,2017-02-17,2017-03-17,40.0,CCOI,Put,1.15,0.45088,42.099998,0.07665982203969883,0.4493138429233369,0.0015661570766630772,0.00347355632687872
8353,2017-02-17,2017-03-17,75.0,CGNX,Call,3.15,0.28118000000000004,76.440002,0.07665982203969883,0.2802354108449641,0.0009445891550359242,0.003359375329098528
8358,2017-02-17,2017-05-19,70.0,CGNX,Call,9.4,0.38331,76.440002,0.24914442162902123,0.38066964392932534,0.002640356070674643,0.006888304689871496
8361,2017-02-17,2017-05-19,70.0,CGNX,Put,2.1,0.32792,76.440002,0.24914442162902123,0.3199025375161965,0.008017462483803472,0.024449446461952528
8383,2017-02-17,2017-02-24,59.5,CTSH,Call,0.1,0.17,57.959998999999996,0.019164955509924708,0.17397854543036648,-0.003978545430366465,0.02340320841392038
8400,2017-02-17,2017-02-24,57.5,CTSH,Put,0.5,0.23071999999999998,57.959998999999996,0.019164955509924708,0.2222534510979529,0.008466548902047094,0.036696207099718686
8401,2017-02-17,2017-02-24,58.0,CTSH,Put,0.75,0.22471,57.959998999999996,0.019164955509924708,0.2288194945771431,-0.004109494577143102,0.01828799153194385
8420,2017-02-17,2017-03-03,59.5,CTSH,Call,0.5,0.2376,57.959998999999996,0.038329911019849415,0.23972434288154568,-0.002124342881545671,0.008940837043542387
8432,2017-02-17,2017-03-10,58.5,CTSH,Call,0.75,0.1815,57.959998999999996,0.057494866529774126,0.1777113342257614,0.0037886657742385865,0.02087419159360103
8433,2017-02-17,2017-03-10,59.0,CTSH,Call,0.71,0.21303000000000002,57.959998999999996,0.057494866529774126,0.205599918193235,0.007430081806765021,0.034878100768741586
8441,2017-02-17,2017-03-17,62.5,CTSH,Call,0.2,0.21871,57.959998999999996,0.07665982203969883,0.22237982238471793,-0.003669822384717941,0.016779399134552335
8460,2017-02-17,2017-03-03,55.5,CTSH,Put,0.35,0.26861999999999997,57.959998999999996,0.038329911019849415,0.2715074371771053,-0.002887437177105323,0.010749151876648513
8465,2017-02-17,2017-03-10,54.0,CTSH,Put,0.28,0.27484000000000003,57.959998999999996,0.057494866529774126,0.2801508682540565,-0.005310868254056467,0.019323490954942752
8468,2017-02-17,2017-03-10,55.5,CTSH,Put,0.4,0.24131,57.959998999999996,0.057494866529774126,0.23465295700581087,0.006657042994189122,0.02758709955737069
8488,2017-02-17,2017-04-21,57.5,CTSH,Call,2.4,0.21402,57.959998999999996,0.17248459958932238,0.22344348483928772,-0.009423484839287732,0.04403086085079774
8489,2017-02-17,2017-04-21,60.0,CTSH,Call,1.35,0.21916,57.959998999999996,0.17248459958932238,0.22562429245680501,-0.006464292456805021,0.029495767735011048
8492,2017-02-17,2017-04-21,55.0,CTSH,Put,1.05,0.24815,57.959998999999996,0.17248459958932238,0.23960782362774538,0.008542176372254628,0.034423438937153446
8503,2017-02-17,2017-07-21,57.5,CTSH,Put,3.57,0.24961,57.959998999999996,0.4216290212183436,0.25825864400882104,-0.008648644008821038,0.03464862789480004
8516,2017-02-17,2019-01-18,52.5,CTSH,Call,9.26,0.2001,57.959998999999996,1.9164955509924708,0.19172181397931884,0.008378186020681161,0.041869995105852875
8530,2017-02-17,2017-03-17,200.0,COHR,Call,4.5,0.32525,193.600006,0.07665982203969883,0.33261253024401505,-0.007362530244015064,0.022636526499661996
8533,2017-02-17,2017-03-17,175.0,COHR,Put,1.6,0.37075,193.600006,0.07665982203969883,0.3699710986736134,0.0007789013263866384,0.0021008801790603866
8535,2017-02-17,2017-03-17,185.0,COHR,Put,4.7,0.39316,193.600006,0.07665982203969883,0.39859099602540227,-0.005430996025402257,0.013813704408897795
8542,2017-02-17,2017-05-19,200.0,COHR,Call,13.0,0.40981999999999996,193.600006,0.24914442162902123,0.4063663755667002,0.0034536244332997734,0.008427173962470776
8546,2017-02-17,2017-05-19,180.0,COHR,Put,11.0,0.46258,193.600006,0.24914442162902123,0.45922392470978834,0.0033560752902116464,0.007255124065484125
8550,2017-02-17,2017-08-18,175.0,COHR,Call,32.02,0.41316,193.600006,0.49828884325804246,0.4098468049897068,0.0033131950102932017,0.008019157252137674
8554,2017-02-17,2017-08-18,210.0,COHR,Call,15.44,0.39381,193.600006,0.49828884325804246,0.39781566284814657,-0.004005662848146574,0.010171562042981575
8564,2017-02-17,2017-05-19,15.0,COHU,Call,1.33,0.30685999999999997,15.72,0.24914442162902123,0.29919366771788664,0.007666332282113331,0.024983159362945095
8565,2017-02-17,2017-05-19,15.0,COHU,Put,0.6,0.29602,15.72,0.24914442162902123,0.3021903810215974,-0.006170381021597393,0.02084447341935475
8574,2017-02-17,2017-07-21,22.5,CLCT,Put,1.5,0.3039,23.049999,0.4216290212183436,0.3029998362253499,0.0009001637746501312,0.0029620394032580824
8580,2017-02-17,2017-04-21,45.0,CLCD,Put,0.1,0.07193,46.400002,0.17248459958932238,0.07138130379993825,0.0005486962000617462,0.007628196858914866
8586,2017-02-17,2017-05-19,39.810001299999996,COLB,Put,1.6,0.26648,40.970001,0.24914442162902123,0.2678110152753818,-0.0013310152753818194,0.004994803645233486
8619,2017-02-17,2017-02-24,77.5,CMCSA,Call,0.03,0.12832000000000002,75.32,0.019164955509924708,0.12703541627560924,0.0012845837243907754,0.010010783388332101
8631,2017-02-17,2017-02-24,71.5,CMCSA,Put,0.02,0.18588,75.32,0.019164955509924708,0.19473957055805477,-0.00885957055805478,0.04766285000029471
8635,2017-02-17,2017-02-24,73.5,CMCSA,Put,0.05,0.12664,75.32,0.019164955509924708,0.12807954046484968,-0.0014395404648496757,0.0113671862353891
8636,2017-02-17,2017-02-24,74.0,CMCSA,Put,0.12,0.12747999999999998,75.32,0.019164955509924708,0.13212859293371704,-0.004648592933717055,0.0364652724640497
8637,2017-02-17,2017-02-24,74.5,CMCSA,Put,0.21,0.13004000000000002,75.32,0.019164955509924708,0.1263621420411137,0.0036778579588863103,0.02828251275673877
8640,2017-02-17,2017-02-24,76.0,CMCSA,Put,0.94,0.1299,75.32,0.019164955509924708,0.1287756909020285,0.001124309097971482,0.008655189360827422
